player_id,name,registration_date,country
9918ee46-1497-4658-b010-f7197e695d0d,Edwin David,2022-01-31,French Southern Territories
5283aac7-bc0a-4a5d-ae99-6e3ee3b137fc,Michele Vaughn,2023-04-14,Liechtenstein
3a9aca5e-1761-42ed-869f-14f140181c6e,Gregory Peck,2023-06-08,South Africa
964db03f-9340-4fad-9c4a-d56bd6016237,Donna Berry,2022-01-17,Mauritius
d248a9a7-ac1a-4554-83c7-5611ffe3fa49,William Cardenas,2022-07-29,Zimbabwe
c19ad58c-c35b-4c8c-8a4c-9f7f9384ec2b,Brianna Williams,2022-05-17,Zimbabwe
7135f221-a6c9-437f-84da-d06a7872bdeb,Hannah Ramos,2023-12-13,Equatorial Guinea
95d82980-ff37-419c-ae76-128b473544f9,Cindy Clayton,2022-12-05,Faroe Islands
f8140102-7de1-4dfe-9072-5b5ca2814044,Melissa Taylor,2022-03-12,New Zealand
5553b2fe-6889-403e-9913-f9d3785299f4,Cynthia Williams,2022-09-07,United Kingdom
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Margaret Williams,2022-09-14,Isle of Man
49c8a43f-7ed7-4ed7-b194-990b6961929e,John Maldonado,2023-05-30,Burundi
c2b01cfd-d045-4d1c-a684-09e3f1f8343e,Joshua Hickman,2023-03-04,Ireland
50843242-168b-4625-b46f-78910964fbbf,Shirley Alvarez,2022-07-16,Pakistan
c5c5b37a-f85e-46a1-9dad-09b252c21221,Victor Morris,2022-11-10,Oman
fcf56188-d32e-4dcd-83bc-9478dd6ac7b8,Randy Pearson,2022-01-01,Djibouti
764414fd-8ae7-49ed-9e8e-de0ba85c6e4a,Miranda Zuniga,2022-11-17,United States Minor Outlying Islands
5c9d927d-84b8-41bb-b005-68d20de051a6,Jennifer Monroe,2023-04-29,Vietnam
71299889-a01a-4992-bf9d-3e64c1a6423b,Yolanda Sanders,2023-08-14,Lithuania
